execution_index,repeat,position_in_repeat,use_cache,warmup,status,included_in_statistics,prompt_tokens,requested_new_tokens,actual_generated_tokens,total_latency_seconds,throughput_tokens_per_second,baseline_allocated_bytes,baseline_reserved_bytes,peak_allocated_bytes,peak_reserved_bytes,peak_allocated_above_baseline_bytes,generated_token_ids_sha256,generated_token_ids
1,0,1,True,False,passed,True,128,128,128,3.210231421981007,39.87251483602147,3096882688,3338665984,3109535744,3338665984,12653056,2ee1b9adf4c9ef3fb8b614fe6d994e3f2bd58c1b65a8bc1b3344b33d1ef8c336,"[2176, 279, 14260, 1102, 323, 1181, 22990, 13, 362, 4128, 1614, 26885, 264, 8500, 825, 3950, 518, 264, 882, 13, 2014, 3535, 279, 2783, 315, 419, 1882, 11, 582, 646, 6629, 279, 882, 2567, 311, 8193, 264, 8356, 1372, 315, 11211, 323, 279, 4938, 1483, 2337, 9471, 13, 576, 5795, 374, 311, 10339, 1128, 279, 21595, 1473, 323, 892, 30242, 279, 5904, 11554, 624, 785, 9342, 1265, 9429, 1378, 5942, 1212, 279, 1852, 4682, 13, 58150, 3255, 279, 11773, 11, 3162, 11, 11127, 11, 323, 5003, 1573, 28990, 5068, 13, 2379, 13153, 1817, 18662, 323, 1895, 2176, 279, 14260, 1102, 323, 1181, 22990, 13, 362, 4128, 1614, 26885, 264, 8500, 825, 3950, 518, 264, 882, 13, 2014, 3535, 279, 2783, 315, 419, 1882, 11, 582, 646, 6629, 279]"
2,1,0,True,False,passed,True,128,128,128,3.2170161781832576,39.78842284600673,3096882688,3338665984,3109535744,3338665984,12653056,2ee1b9adf4c9ef3fb8b614fe6d994e3f2bd58c1b65a8bc1b3344b33d1ef8c336,"[2176, 279, 14260, 1102, 323, 1181, 22990, 13, 362, 4128, 1614, 26885, 264, 8500, 825, 3950, 518, 264, 882, 13, 2014, 3535, 279, 2783, 315, 419, 1882, 11, 582, 646, 6629, 279, 882, 2567, 311, 8193, 264, 8356, 1372, 315, 11211, 323, 279, 4938, 1483, 2337, 9471, 13, 576, 5795, 374, 311, 10339, 1128, 279, 21595, 1473, 323, 892, 30242, 279, 5904, 11554, 624, 785, 9342, 1265, 9429, 1378, 5942, 1212, 279, 1852, 4682, 13, 58150, 3255, 279, 11773, 11, 3162, 11, 11127, 11, 323, 5003, 1573, 28990, 5068, 13, 2379, 13153, 1817, 18662, 323, 1895, 2176, 279, 14260, 1102, 323, 1181, 22990, 13, 362, 4128, 1614, 26885, 264, 8500, 825, 3950, 518, 264, 882, 13, 2014, 3535, 279, 2783, 315, 419, 1882, 11, 582, 646, 6629, 279]"
3,1,1,False,False,passed,True,128,128,128,3.2090776939876378,39.88684980728706,3096882688,3338665984,3115215360,3338665984,18332672,2ee1b9adf4c9ef3fb8b614fe6d994e3f2bd58c1b65a8bc1b3344b33d1ef8c336,"[2176, 279, 14260, 1102, 323, 1181, 22990, 13, 362, 4128, 1614, 26885, 264, 8500, 825, 3950, 518, 264, 882, 13, 2014, 3535, 279, 2783, 315, 419, 1882, 11, 582, 646, 6629, 279, 882, 2567, 311, 8193, 264, 8356, 1372, 315, 11211, 323, 279, 4938, 1483, 2337, 9471, 13, 576, 5795, 374, 311, 10339, 1128, 279, 21595, 1473, 323, 892, 30242, 279, 5904, 11554, 624, 785, 9342, 1265, 9429, 1378, 5942, 1212, 279, 1852, 4682, 13, 58150, 3255, 279, 11773, 11, 3162, 11, 11127, 11, 323, 5003, 1573, 28990, 5068, 13, 2379, 13153, 1817, 18662, 323, 1895, 2176, 279, 14260, 1102, 323, 1181, 22990, 13, 362, 4128, 1614, 26885, 264, 8500, 825, 3950, 518, 264, 882, 13, 2014, 3535, 279, 2783, 315, 419, 1882, 11, 582, 646, 6629, 279]"
4,2,0,False,False,passed,True,128,128,128,3.2102221669629216,39.87262978783063,3096882688,3338665984,3115215360,3338665984,18332672,2ee1b9adf4c9ef3fb8b614fe6d994e3f2bd58c1b65a8bc1b3344b33d1ef8c336,"[2176, 279, 14260, 1102, 323, 1181, 22990, 13, 362, 4128, 1614, 26885, 264, 8500, 825, 3950, 518, 264, 882, 13, 2014, 3535, 279, 2783, 315, 419, 1882, 11, 582, 646, 6629, 279, 882, 2567, 311, 8193, 264, 8356, 1372, 315, 11211, 323, 279, 4938, 1483, 2337, 9471, 13, 576, 5795, 374, 311, 10339, 1128, 279, 21595, 1473, 323, 892, 30242, 279, 5904, 11554, 624, 785, 9342, 1265, 9429, 1378, 5942, 1212, 279, 1852, 4682, 13, 58150, 3255, 279, 11773, 11, 3162, 11, 11127, 11, 323, 5003, 1573, 28990, 5068, 13, 2379, 13153, 1817, 18662, 323, 1895, 2176, 279, 14260, 1102, 323, 1181, 22990, 13, 362, 4128, 1614, 26885, 264, 8500, 825, 3950, 518, 264, 882, 13, 2014, 3535, 279, 2783, 315, 419, 1882, 11, 582, 646, 6629, 279]"
5,2,1,True,False,passed,True,128,128,128,3.2144494000822306,39.820194399926024,3096882688,3338665984,3109535744,3338665984,12653056,2ee1b9adf4c9ef3fb8b614fe6d994e3f2bd58c1b65a8bc1b3344b33d1ef8c336,"[2176, 279, 14260, 1102, 323, 1181, 22990, 13, 362, 4128, 1614, 26885, 264, 8500, 825, 3950, 518, 264, 882, 13, 2014, 3535, 279, 2783, 315, 419, 1882, 11, 582, 646, 6629, 279, 882, 2567, 311, 8193, 264, 8356, 1372, 315, 11211, 323, 279, 4938, 1483, 2337, 9471, 13, 576, 5795, 374, 311, 10339, 1128, 279, 21595, 1473, 323, 892, 30242, 279, 5904, 11554, 624, 785, 9342, 1265, 9429, 1378, 5942, 1212, 279, 1852, 4682, 13, 58150, 3255, 279, 11773, 11, 3162, 11, 11127, 11, 323, 5003, 1573, 28990, 5068, 13, 2379, 13153, 1817, 18662, 323, 1895, 2176, 279, 14260, 1102, 323, 1181, 22990, 13, 362, 4128, 1614, 26885, 264, 8500, 825, 3950, 518, 264, 882, 13, 2014, 3535, 279, 2783, 315, 419, 1882, 11, 582, 646, 6629, 279]"
6,3,0,True,False,passed,True,128,128,128,3.218936470337212,39.76468662228393,3096882688,3338665984,3109535744,3338665984,12653056,2ee1b9adf4c9ef3fb8b614fe6d994e3f2bd58c1b65a8bc1b3344b33d1ef8c336,"[2176, 279, 14260, 1102, 323, 1181, 22990, 13, 362, 4128, 1614, 26885, 264, 8500, 825, 3950, 518, 264, 882, 13, 2014, 3535, 279, 2783, 315, 419, 1882, 11, 582, 646, 6629, 279, 882, 2567, 311, 8193, 264, 8356, 1372, 315, 11211, 323, 279, 4938, 1483, 2337, 9471, 13, 576, 5795, 374, 311, 10339, 1128, 279, 21595, 1473, 323, 892, 30242, 279, 5904, 11554, 624, 785, 9342, 1265, 9429, 1378, 5942, 1212, 279, 1852, 4682, 13, 58150, 3255, 279, 11773, 11, 3162, 11, 11127, 11, 323, 5003, 1573, 28990, 5068, 13, 2379, 13153, 1817, 18662, 323, 1895, 2176, 279, 14260, 1102, 323, 1181, 22990, 13, 362, 4128, 1614, 26885, 264, 8500, 825, 3950, 518, 264, 882, 13, 2014, 3535, 279, 2783, 315, 419, 1882, 11, 582, 646, 6629, 279]"
7,3,1,False,False,passed,True,128,128,128,3.2056333418004215,39.92970697269754,3096882688,3338665984,3115215360,3338665984,18332672,2ee1b9adf4c9ef3fb8b614fe6d994e3f2bd58c1b65a8bc1b3344b33d1ef8c336,"[2176, 279, 14260, 1102, 323, 1181, 22990, 13, 362, 4128, 1614, 26885, 264, 8500, 825, 3950, 518, 264, 882, 13, 2014, 3535, 279, 2783, 315, 419, 1882, 11, 582, 646, 6629, 279, 882, 2567, 311, 8193, 264, 8356, 1372, 315, 11211, 323, 279, 4938, 1483, 2337, 9471, 13, 576, 5795, 374, 311, 10339, 1128, 279, 21595, 1473, 323, 892, 30242, 279, 5904, 11554, 624, 785, 9342, 1265, 9429, 1378, 5942, 1212, 279, 1852, 4682, 13, 58150, 3255, 279, 11773, 11, 3162, 11, 11127, 11, 323, 5003, 1573, 28990, 5068, 13, 2379, 13153, 1817, 18662, 323, 1895, 2176, 279, 14260, 1102, 323, 1181, 22990, 13, 362, 4128, 1614, 26885, 264, 8500, 825, 3950, 518, 264, 882, 13, 2014, 3535, 279, 2783, 315, 419, 1882, 11, 582, 646, 6629, 279]"
8,4,0,False,False,passed,True,128,128,128,3.209516349248588,39.88139833902618,3096882688,3338665984,3115215360,3338665984,18332672,2ee1b9adf4c9ef3fb8b614fe6d994e3f2bd58c1b65a8bc1b3344b33d1ef8c336,"[2176, 279, 14260, 1102, 323, 1181, 22990, 13, 362, 4128, 1614, 26885, 264, 8500, 825, 3950, 518, 264, 882, 13, 2014, 3535, 279, 2783, 315, 419, 1882, 11, 582, 646, 6629, 279, 882, 2567, 311, 8193, 264, 8356, 1372, 315, 11211, 323, 279, 4938, 1483, 2337, 9471, 13, 576, 5795, 374, 311, 10339, 1128, 279, 21595, 1473, 323, 892, 30242, 279, 5904, 11554, 624, 785, 9342, 1265, 9429, 1378, 5942, 1212, 279, 1852, 4682, 13, 58150, 3255, 279, 11773, 11, 3162, 11, 11127, 11, 323, 5003, 1573, 28990, 5068, 13, 2379, 13153, 1817, 18662, 323, 1895, 2176, 279, 14260, 1102, 323, 1181, 22990, 13, 362, 4128, 1614, 26885, 264, 8500, 825, 3950, 518, 264, 882, 13, 2014, 3535, 279, 2783, 315, 419, 1882, 11, 582, 646, 6629, 279]"
9,4,1,True,False,passed,True,128,128,128,3.218985897023231,39.76407604592753,3096882688,3338665984,3109535744,3338665984,12653056,2ee1b9adf4c9ef3fb8b614fe6d994e3f2bd58c1b65a8bc1b3344b33d1ef8c336,"[2176, 279, 14260, 1102, 323, 1181, 22990, 13, 362, 4128, 1614, 26885, 264, 8500, 825, 3950, 518, 264, 882, 13, 2014, 3535, 279, 2783, 315, 419, 1882, 11, 582, 646, 6629, 279, 882, 2567, 311, 8193, 264, 8356, 1372, 315, 11211, 323, 279, 4938, 1483, 2337, 9471, 13, 576, 5795, 374, 311, 10339, 1128, 279, 21595, 1473, 323, 892, 30242, 279, 5904, 11554, 624, 785, 9342, 1265, 9429, 1378, 5942, 1212, 279, 1852, 4682, 13, 58150, 3255, 279, 11773, 11, 3162, 11, 11127, 11, 323, 5003, 1573, 28990, 5068, 13, 2379, 13153, 1817, 18662, 323, 1895, 2176, 279, 14260, 1102, 323, 1181, 22990, 13, 362, 4128, 1614, 26885, 264, 8500, 825, 3950, 518, 264, 882, 13, 2014, 3535, 279, 2783, 315, 419, 1882, 11, 582, 646, 6629, 279]"
0,0,0,False,False,passed,True,128,256,256,6.562338403891772,39.01048441027974,3096882688,3340763136,3127221248,3340763136,30338560,5cf28b4bc370e52b83c89dcfa79b31d8279f815fc000fe34be7fc57af26df024,"[2176, 279, 14260, 1102, 323, 1181, 22990, 13, 362, 4128, 1614, 26885, 264, 8500, 825, 3950, 518, 264, 882, 13, 2014, 3535, 279, 2783, 315, 419, 1882, 11, 582, 646, 6629, 279, 882, 2567, 311, 8193, 264, 8356, 1372, 315, 11211, 323, 279, 4938, 1483, 2337, 9471, 13, 576, 5795, 374, 311, 10339, 1128, 279, 21595, 1473, 323, 892, 30242, 279, 5904, 11554, 624, 785, 9342, 1265, 9429, 1378, 5942, 1212, 279, 1852, 4682, 13, 58150, 3255, 279, 11773, 11, 3162, 11, 11127, 11, 323, 5003, 1573, 28990, 5068, 13, 2379, 13153, 1817, 18662, 323, 1895, 2176, 279, 14260, 1102, 323, 1181, 22990, 13, 362, 4128, 1614, 26885, 264, 8500, 825, 3950, 518, 264, 882, 13, 2014, 3535, 279, 2783, 315, 419, 1882, 11, 582, 646, 6629, 279, 882, 2567, 311, 8193, 264, 8356, 1372, 315, 11211, 323, 279, 4938, 1483, 2337, 9471, 13, 576, 5795, 374, 311, 10339, 1128, 279, 21595, 1473, 323, 892, 30242, 279, 5904, 11554, 624, 785, 9342, 1265, 9429, 1378, 5942, 1212, 279, 1852, 4682, 13, 58150, 3255, 279, 11773, 11, 3162, 11, 11127, 11, 323, 5003, 1573, 28990, 5068, 13, 2379, 13153, 1817, 18662, 323, 1895, 2176, 279, 14260, 1102, 323, 1181, 22990, 13, 362, 4128, 1614, 26885, 264, 8500, 825, 3950, 518, 264, 882, 13, 2014, 3535, 279, 2783, 315, 419, 1882, 11, 582, 646, 6629, 279, 882, 2567, 311, 8193, 264, 8356, 1372, 315, 11211, 323, 279, 4938, 1483, 2337, 9471, 13, 576, 5795, 374, 311, 10339, 1128, 279, 21595, 1473, 323, 892, 30242, 279, 5904, 11554, 624]"
1,0,1,True,False,passed,True,128,256,256,6.439976096153259,39.75170034449577,3096882688,3340763136,3113208832,3340763136,16326144,5cf28b4bc370e52b83c89dcfa79b31d8279f815fc000fe34be7fc57af26df024,"[2176, 279, 14260, 1102, 323, 1181, 22990, 13, 362, 4128, 1614, 26885, 264, 8500, 825, 3950, 518, 264, 882, 13, 2014, 3535, 279, 2783, 315, 419, 1882, 11, 582, 646, 6629, 279, 882, 2567, 311, 8193, 264, 8356, 1372, 315, 11211, 323, 279, 4938, 1483, 2337, 9471, 13, 576, 5795, 374, 311, 10339, 1128, 279, 21595, 1473, 323, 892, 30242, 279, 5904, 11554, 624, 785, 9342, 1265, 9429, 1378, 5942, 1212, 279, 1852, 4682, 13, 58150, 3255, 279, 11773, 11, 3162, 11, 11127, 11, 323, 5003, 1573, 28990, 5068, 13, 2379, 13153, 1817, 18662, 323, 1895, 2176, 279, 14260, 1102, 323, 1181, 22990, 13, 362, 4128, 1614, 26885, 264, 8500, 825, 3950, 518, 264, 882, 13, 2014, 3535, 279, 2783, 315, 419, 1882, 11, 582, 646, 6629, 279, 882, 2567, 311, 8193, 264, 8356, 1372, 315, 11211, 323, 279, 4938, 1483, 2337, 9471, 13, 576, 5795, 374, 311, 10339, 1128, 279, 21595, 1473, 323, 892, 30242, 279, 5904, 11554, 624, 785, 9342, 1265, 9429, 1378, 5942, 1212, 279, 1852, 4682, 13, 58150, 3255, 279, 11773, 11, 3162, 11, 11127, 11, 323, 5003, 1573, 28990, 5068, 13, 2379, 13153, 1817, 18662, 323, 1895, 2176, 279, 14260, 1102, 323, 1181, 22990, 13, 362, 4128, 1614, 26885, 264, 8500, 825, 3950, 518, 264, 882, 13, 2014, 3535, 279, 2783, 315, 419, 1882, 11, 582, 646, 6629, 279, 882, 2567, 311, 8193, 264, 8356, 1372, 315, 11211, 323, 279, 4938, 1483, 2337, 9471, 13, 576, 5795, 374, 311, 10339, 1128, 279, 21595, 1473, 323, 892, 30242, 279, 5904, 11554, 624]"
